Temp./°C,Time/min,dL/Lo,Certificate,Standard,Corrected,delT,EngAlpha,Fitted,Alpha,SplFit,Poly5,TightSpl
34.629,7.90833,-3.1e-05,0.000147995,-0.00021320400000000001,0.000330241,11.895,2.78e-05,0.0001504559989567028,1.67e-06,0.00010563524956337703,0.0002821299230233577,0.0003299562576226624
34.731,7.93,-3.09e-05,0.000148585,-0.000211607,0.00032925,11.997,2.7399999999999995e-05,0.00015085273960327482,1.67e-06,0.00010612590324910938,0.00028210158170789137,0.00032922969231582663
34.833,7.95167,-3.06e-05,0.000149176,-0.000210011,0.00032854199999999997,12.099,2.72e-05,0.0001512496478564742,1.67e-06,0.0001066166346361123,0.0002820740458502075,0.0003285134062749803
34.941,7.9733300000000025,-3.0299999999999998e-05,0.000149801,-0.00020832099999999997,0.000327857,12.207,2.6899999999999997e-05,0.00015167008628481308,1.68e-06,0.00010713631726265563,0.00028204576748992434,0.00032776607546704007
35.047,7.995,-2.99e-05,0.000150415,-0.000206662,0.000327164,12.312999999999999,2.660000000000001e-05,0.00015208292142408807,1.68e-06,0.0001076464608347663,0.0002820188895357053,0.00032704355995561205
35.153,8.01667,-2.95e-05,0.000151029,-0.000205003,0.000326561,12.419,2.6300000000000002e-05,0.00015249593740905175,1.69e-06,0.00010815668830881556,0.0002819928794428879,0.000326331801508766
35.256,8.03833,-2.9199999999999998e-05,0.000151626,-0.00020339,0.000325799,12.522,2.6000000000000002e-05,0.0001528974374507921,1.69e-06,0.00010865255575217029,0.00028196843621196245,0.0003256503823046798
35.35800000000001,8.06,-2.8699999999999996e-05,0.000152217,-0.000201793,0.000325309,12.624,2.58e-05,0.00015329520760830285,1.69e-06,0.0001091436870105095,0.0002819450365989665,0.0003249853766698215
35.464,8.081669999999999,-2.8199999999999998e-05,0.000152831,-0.000200134,0.000324744,12.73,2.55e-05,0.00015370875386978367,1.7e-06,0.00010965416062442907,0.0002819215688960627,0.00032430451267086017
35.564,8.10333,-2.8199999999999998e-05,0.000153411,-0.000198568,0.000323746,12.83,2.52e-05,0.00015409905743521933,1.7e-06,0.00011013581640238136,0.00028190022270541213,0.00032367163469461304
35.66900000000001,8.125,-2.7699999999999996e-05,0.00015402,-0.000196923,0.00032321,12.935,2.5e-05,0.00015450904914542053,1.7e-06,0.00011064163531492301,0.0002818786373425088,0.0003230168753805313
35.772,8.14667,-2.7699999999999996e-05,0.00015461700000000001,-0.00019531,0.000322268,13.038,2.47e-05,0.00015491140359378836,1.71e-06,0.00011113789954616335,0.00028185828676088615,0.000322384197803657
35.881,8.168330000000001,-2.72e-05,0.000155249,-0.00019360299999999998,0.000321644,13.147,2.45e-05,0.00015533738174100054,1.71e-06,0.00011166315861906158,0.0002818376383923564,0.000321724912379879
35.98,8.19,-2.6899999999999997e-05,0.000155824,-0.000192052,0.00032100900000000003,13.245999999999999,2.42e-05,0.000155724444645101,1.71e-06,0.00011214030563749983,0.0002818196748012535,0.00032113513982476804
36.093,8.21167,-2.62e-05,0.00015648,-0.000190281,0.000320528,13.359000000000002,2.4e-05,0.00015616643598666312,1.72e-06,0.00011268501739325042,0.0002818000897429791,0.00032047234365122535
